prefix,suffix,response
"target = 3, alcohol = 12.79, ash = 2.48, alcalinity_of_ash = 22.0, magnesium = 112, total_phenols = 1.48, flavanoids = 1.36, nonflavanoid_phenols = 0.24, proanthocyanins = 1.26, color_intensity = 10.8, hue = 0.48, od280_od315_of_diluted_wines = 1.47, proline = 480",malic_acid = 2.67,malic_acid = 1.29
"target = 1, alcohol = 13.05, ash = 2.55, alcalinity_of_ash = 18.0, magnesium = 98, total_phenols = 2.45, flavanoids = 2.43, nonflavanoid_phenols = 0.29, proanthocyanins = 1.44, color_intensity = 4.25, hue = 1.12, od280_od315_of_diluted_wines = 2.51, proline = 1105",malic_acid = 1.65,malic_acid = 1.77
"target = 1, alcohol = 13.39, ash = 2.62, alcalinity_of_ash = 16.1, magnesium = 93, total_phenols = 2.85, flavanoids = 2.94, nonflavanoid_phenols = 0.34, proanthocyanins = 1.45, color_intensity = 4.8, hue = 0.92, od280_od315_of_diluted_wines = 3.22, proline = 1195",malic_acid = 1.77,malic_acid = 1.77
"target = 3, alcohol = 13.27, ash = 2.26, alcalinity_of_ash = 20.0, magnesium = 120, total_phenols = 1.59, flavanoids = 0.69, nonflavanoid_phenols = 0.43, proanthocyanins = 1.35, color_intensity = 10.2, hue = 0.59, od280_od315_of_diluted_wines = 1.56, proline = 835",malic_acid = 4.28,malic_acid = 4.28
"target = 3, alcohol = 13.78, ash = 2.3, alcalinity_of_ash = 22.0, magnesium = 90, total_phenols = 1.35, flavanoids = 0.68, nonflavanoid_phenols = 0.41, proanthocyanins = 1.03, color_intensity = 9.58, hue = 0.7, od280_od315_of_diluted_wines = 1.68, proline = 615",malic_acid = 2.76,malic_acid = 1.79
"target = 2, alcohol = 13.49, ash = 2.24, alcalinity_of_ash = 24.0, magnesium = 87, total_phenols = 1.88, flavanoids = 1.84, nonflavanoid_phenols = 0.27, proanthocyanins = 1.03, color_intensity = 3.74, hue = 0.98, od280_od315_of_diluted_wines = 2.78, proline = 472",malic_acid = 1.66,malic_acid = 1.8
"target = 2, alcohol = 13.86, ash = 2.67, alcalinity_of_ash = 25.0, magnesium = 86, total_phenols = 2.95, flavanoids = 2.86, nonflavanoid_phenols = 0.21, proanthocyanins = 1.87, color_intensity = 3.38, hue = 1.36, od280_od315_of_diluted_wines = 3.16, proline = 410",malic_acid = 1.51,malic_acid = 1.35
"target = 2, alcohol = 12.08, ash = 1.7, alcalinity_of_ash = 17.5, magnesium = 97, total_phenols = 2.23, flavanoids = 2.17, nonflavanoid_phenols = 0.26, proanthocyanins = 1.4, color_intensity = 3.3, hue = 1.27, od280_od315_of_diluted_wines = 2.96, proline = 710",malic_acid = 2.08,malic_acid = 1.6
"target = 2, alcohol = 12.29, ash = 2.22, alcalinity_of_ash = 18.0, magnesium = 88, total_phenols = 2.45, flavanoids = 2.25, nonflavanoid_phenols = 0.25, proanthocyanins = 1.99, color_intensity = 2.15, hue = 1.15, od280_od315_of_diluted_wines = 3.3, proline = 290",malic_acid = 2.83,malic_acid = 1.61
"target = 1, alcohol = 13.48, ash = 2.41, alcalinity_of_ash = 20.5, magnesium = 100, total_phenols = 2.7, flavanoids = 2.98, nonflavanoid_phenols = 0.26, proanthocyanins = 1.86, color_intensity = 5.1, hue = 1.04, od280_od315_of_diluted_wines = 3.47, proline = 920",malic_acid = 1.81,malic_acid = 1.67
"target = 3, alcohol = 13.36, ash = 2.35, alcalinity_of_ash = 20.0, magnesium = 89, total_phenols = 1.4, flavanoids = 0.5, nonflavanoid_phenols = 0.37, proanthocyanins = 0.64, color_intensity = 5.6, hue = 0.7, od280_od315_of_diluted_wines = 2.47, proline = 780",malic_acid = 2.56,malic_acid = 2.53
"target = 1, alcohol = 13.29, ash = 2.68, alcalinity_of_ash = 16.8, magnesium = 102, total_phenols = 3.0, flavanoids = 3.23, nonflavanoid_phenols = 0.31, proanthocyanins = 1.66, color_intensity = 6.0, hue = 1.07, od280_od315_of_diluted_wines = 2.84, proline = 1270",malic_acid = 1.97,malic_acid = 1.97
"target = 2, alcohol = 13.67, ash = 1.92, alcalinity_of_ash = 18.0, magnesium = 94, total_phenols = 2.1, flavanoids = 1.79, nonflavanoid_phenols = 0.32, proanthocyanins = 0.73, color_intensity = 3.8, hue = 1.23, od280_od315_of_diluted_wines = 2.46, proline = 630",malic_acid = 1.25,malic_acid = 1.83
"target = 1, alcohol = 14.12, ash = 2.32, alcalinity_of_ash = 16.8, magnesium = 95, total_phenols = 2.2, flavanoids = 2.43, nonflavanoid_phenols = 0.26, proanthocyanins = 1.57, color_intensity = 5.0, hue = 1.17, od280_od315_of_diluted_wines = 2.82, proline = 1280",malic_acid = 1.48,malic_acid = 1.48
"target = 2, alcohol = 12.16, ash = 2.31, alcalinity_of_ash = 22.8, magnesium = 90, total_phenols = 1.78, flavanoids = 1.69, nonflavanoid_phenols = 0.43, proanthocyanins = 1.56, color_intensity = 2.45, hue = 1.33, od280_od315_of_diluted_wines = 2.26, proline = 495",malic_acid = 1.61,malic_acid = 1.61
"target = 1, alcohol = 13.05, ash = 3.22, alcalinity_of_ash = 25.0, magnesium = 124, total_phenols = 2.63, flavanoids = 2.68, nonflavanoid_phenols = 0.47, proanthocyanins = 1.92, color_intensity = 3.58, hue = 1.13, od280_od315_of_diluted_wines = 3.2, proline = 830",malic_acid = 2.05,malic_acid = 1.77
"target = 1, alcohol = 14.38, ash = 2.38, alcalinity_of_ash = 12.0, magnesium = 102, total_phenols = 3.3, flavanoids = 3.64, nonflavanoid_phenols = 0.29, proanthocyanins = 2.96, color_intensity = 7.5, hue = 1.2, od280_od315_of_diluted_wines = 3.0, proline = 1547",malic_acid = 1.87,malic_acid = 1.87
"target = 1, alcohol = 13.5, ash = 2.61, alcalinity_of_ash = 20.0, magnesium = 96, total_phenols = 2.53, flavanoids = 2.61, nonflavanoid_phenols = 0.28, proanthocyanins = 1.66, color_intensity = 3.52, hue = 1.12, od280_od315_of_diluted_wines = 3.82, proline = 845",malic_acid = 1.81,malic_acid = 1.81
"target = 2, alcohol = 13.34, ash = 2.36, alcalinity_of_ash = 17.0, magnesium = 110, total_phenols = 2.53, flavanoids = 1.3, nonflavanoid_phenols = 0.55, proanthocyanins = 0.42, color_intensity = 3.17, hue = 1.02, od280_od315_of_diluted_wines = 1.93, proline = 750",malic_acid = 0.94,malic_acid = 2.3
"target = 1, alcohol = 13.94, ash = 2.27, alcalinity_of_ash = 17.4, magnesium = 108, total_phenols = 2.88, flavanoids = 3.54, nonflavanoid_phenols = 0.32, proanthocyanins = 2.08, color_intensity = 8.9, hue = 1.12, od280_od315_of_diluted_wines = 3.1, proline = 1260",malic_acid = 1.73,malic_acid = 1.73
"target = 3, alcohol = 13.58, ash = 2.69, alcalinity_of_ash = 24.5, magnesium = 105, total_phenols = 1.55, flavanoids = 0.84, nonflavanoid_phenols = 0.39, proanthocyanins = 1.54, color_intensity = 8.66, hue = 0.74, od280_od315_of_diluted_wines = 1.8, proline = 750",malic_acid = 2.58,malic_acid = 2.58
"target = 2, alcohol = 12.0, ash = 2.42, alcalinity_of_ash = 22.0, magnesium = 86, total_phenols = 1.45, flavanoids = 1.25, nonflavanoid_phenols = 0.5, proanthocyanins = 1.63, color_intensity = 3.6, hue = 1.05, od280_od315_of_diluted_wines = 2.65, proline = 450",malic_acid = 1.51,malic_acid = 3.43
"target = 1, alcohol = 13.83, ash = 2.62, alcalinity_of_ash = 20.0, magnesium = 115, total_phenols = 2.95, flavanoids = 3.4, nonflavanoid_phenols = 0.4, proanthocyanins = 1.72, color_intensity = 6.6, hue = 1.13, od280_od315_of_diluted_wines = 2.57, proline = 1130",malic_acid = 1.57,malic_acid = 4.2
"target = 2, alcohol = 12.25, ash = 2.12, alcalinity_of_ash = 19.0, magnesium = 80, total_phenols = 1.65, flavanoids = 2.03, nonflavanoid_phenols = 0.37, proanthocyanins = 1.63, color_intensity = 3.4, hue = 1.0, od280_od315_of_diluted_wines = 3.17, proline = 510",malic_acid = 1.73,malic_acid = 1.73
"target = 3, alcohol = 12.93, ash = 2.7, alcalinity_of_ash = 21.0, magnesium = 96, total_phenols = 1.54, flavanoids = 0.5, nonflavanoid_phenols = 0.53, proanthocyanins = 0.75, color_intensity = 4.6, hue = 0.77, od280_od315_of_diluted_wines = 2.31, proline = 600",malic_acid = 2.81,malic_acid = 1.53
"target = 2, alcohol = 12.0, ash = 2.0, alcalinity_of_ash = 19.0, magnesium = 86, total_phenols = 2.42, flavanoids = 2.26, nonflavanoid_phenols = 0.3, proanthocyanins = 1.43, color_intensity = 2.5, hue = 1.38, od280_od315_of_diluted_wines = 3.12, proline = 278",malic_acid = 0.92,malic_acid = 1.51
"target = 3, alcohol = 12.25, ash = 2.54, alcalinity_of_ash = 21.0, magnesium = 89, total_phenols = 1.38, flavanoids = 0.47, nonflavanoid_phenols = 0.53, proanthocyanins = 0.8, color_intensity = 3.85, hue = 0.75, od280_od315_of_diluted_wines = 1.27, proline = 720",malic_acid = 4.72,malic_acid = 1.21
"target = 2, alcohol = 11.41, ash = 2.5, alcalinity_of_ash = 21.0, magnesium = 88, total_phenols = 2.48, flavanoids = 2.01, nonflavanoid_phenols = 0.42, proanthocyanins = 1.44, color_intensity = 3.08, hue = 1.1, od280_od315_of_diluted_wines = 2.31, proline = 434",malic_acid = 0.74,malic_acid = 2.3
"target = 2, alcohol = 12.42, ash = 2.27, alcalinity_of_ash = 22.0, magnesium = 90, total_phenols = 1.68, flavanoids = 1.84, nonflavanoid_phenols = 0.66, proanthocyanins = 1.42, color_intensity = 2.7, hue = 0.86, od280_od315_of_diluted_wines = 3.3, proline = 315",malic_acid = 2.55,malic_acid = 1.07
"target = 1, alcohol = 13.71, ash = 2.36, alcalinity_of_ash = 16.6, magnesium = 101, total_phenols = 2.61, flavanoids = 2.88, nonflavanoid_phenols = 0.27, proanthocyanins = 1.69, color_intensity = 3.8, hue = 1.11, od280_od315_of_diluted_wines = 4.0, proline = 1035",malic_acid = 1.86,malic_acid = 1.86
"target = 2, alcohol = 12.08, ash = 2.3, alcalinity_of_ash = 23.6, magnesium = 70, total_phenols = 2.2, flavanoids = 1.59, nonflavanoid_phenols = 0.42, proanthocyanins = 1.38, color_intensity = 1.74, hue = 1.07, od280_od315_of_diluted_wines = 3.21, proline = 625",malic_acid = 1.33,malic_acid = 1.39
"target = 3, alcohol = 13.32, ash = 2.38, alcalinity_of_ash = 21.5, magnesium = 92, total_phenols = 1.93, flavanoids = 0.76, nonflavanoid_phenols = 0.45, proanthocyanins = 1.25, color_intensity = 8.42, hue = 0.55, od280_od315_of_diluted_wines = 1.62, proline = 650",malic_acid = 3.24,malic_acid = 1.5
"target = 3, alcohol = 13.23, ash = 2.28, alcalinity_of_ash = 18.5, magnesium = 98, total_phenols = 1.8, flavanoids = 0.83, nonflavanoid_phenols = 0.61, proanthocyanins = 1.87, color_intensity = 10.52, hue = 0.56, od280_od315_of_diluted_wines = 1.51, proline = 675",malic_acid = 3.3,malic_acid = 4.38
"target = 2, alcohol = 11.84, ash = 2.58, alcalinity_of_ash = 18.0, magnesium = 94, total_phenols = 2.2, flavanoids = 2.21, nonflavanoid_phenols = 0.22, proanthocyanins = 2.35, color_intensity = 3.05, hue = 0.79, od280_od315_of_diluted_wines = 3.08, proline = 520",malic_acid = 0.89,malic_acid = 2.2
"target = 3, alcohol = 13.88, ash = 2.23, alcalinity_of_ash = 20.0, magnesium = 80, total_phenols = 0.98, flavanoids = 0.34, nonflavanoid_phenols = 0.4, proanthocyanins = 0.68, color_intensity = 4.9, hue = 0.58, od280_od315_of_diluted_wines = 1.33, proline = 415",malic_acid = 5.04,malic_acid = 5.04
"target = 3, alcohol = 12.87, ash = 2.48, alcalinity_of_ash = 21.5, magnesium = 86, total_phenols = 1.7, flavanoids = 0.65, nonflavanoid_phenols = 0.47, proanthocyanins = 0.86, color_intensity = 7.65, hue = 0.54, od280_od315_of_diluted_wines = 1.86, proline = 625",malic_acid = 4.61,malic_acid = 1.53
"target = 3, alcohol = 12.77, ash = 2.28, alcalinity_of_ash = 19.5, magnesium = 86, total_phenols = 1.39, flavanoids = 0.51, nonflavanoid_phenols = 0.48, proanthocyanins = 0.64, color_intensity = 9.899999, hue = 0.57, od280_od315_of_diluted_wines = 1.63, proline = 470",malic_acid = 2.39,malic_acid = 3.43
"target = 2, alcohol = 12.21, ash = 1.75, alcalinity_of_ash = 16.8, magnesium = 151, total_phenols = 1.85, flavanoids = 1.28, nonflavanoid_phenols = 0.14, proanthocyanins = 2.5, color_intensity = 2.85, hue = 1.28, od280_od315_of_diluted_wines = 3.07, proline = 718",malic_acid = 1.19,malic_acid = 1.07
"target = 2, alcohol = 13.05, ash = 2.13, alcalinity_of_ash = 21.5, magnesium = 86, total_phenols = 2.62, flavanoids = 2.65, nonflavanoid_phenols = 0.3, proanthocyanins = 2.01, color_intensity = 2.6, hue = 0.73, od280_od315_of_diluted_wines = 3.1, proline = 380",malic_acid = 5.8,malic_acid = 1.77
"target = 3, alcohol = 12.25, ash = 2.2, alcalinity_of_ash = 18.5, magnesium = 112, total_phenols = 1.38, flavanoids = 0.78, nonflavanoid_phenols = 0.29, proanthocyanins = 1.14, color_intensity = 8.21, hue = 0.65, od280_od315_of_diluted_wines = 2.0, proline = 855",malic_acid = 3.88,malic_acid = 1.21
"target = 2, alcohol = 12.52, ash = 2.17, alcalinity_of_ash = 21.0, magnesium = 88, total_phenols = 2.55, flavanoids = 2.27, nonflavanoid_phenols = 0.26, proanthocyanins = 1.22, color_intensity = 2.0, hue = 0.9, od280_od315_of_diluted_wines = 2.78, proline = 325",malic_acid = 2.43,malic_acid = 2.43
"target = 3, alcohol = 12.86, ash = 2.32, alcalinity_of_ash = 18.0, magnesium = 122, total_phenols = 1.51, flavanoids = 1.25, nonflavanoid_phenols = 0.21, proanthocyanins = 0.94, color_intensity = 4.1, hue = 0.76, od280_od315_of_diluted_wines = 1.29, proline = 630",malic_acid = 1.35,malic_acid = 4.1
"target = 3, alcohol = 13.11, ash = 2.75, alcalinity_of_ash = 25.5, magnesium = 116, total_phenols = 2.2, flavanoids = 1.28, nonflavanoid_phenols = 0.26, proanthocyanins = 1.56, color_intensity = 7.1, hue = 0.61, od280_od315_of_diluted_wines = 1.33, proline = 425",malic_acid = 1.9,malic_acid = 1.01
"target = 2, alcohol = 12.07, ash = 2.17, alcalinity_of_ash = 21.0, magnesium = 85, total_phenols = 2.6, flavanoids = 2.65, nonflavanoid_phenols = 0.37, proanthocyanins = 1.35, color_intensity = 2.76, hue = 0.86, od280_od315_of_diluted_wines = 3.28, proline = 378",malic_acid = 2.16,malic_acid = 1.2
"target = 1, alcohol = 13.82, ash = 2.42, alcalinity_of_ash = 14.0, magnesium = 111, total_phenols = 3.88, flavanoids = 3.74, nonflavanoid_phenols = 0.32, proanthocyanins = 1.87, color_intensity = 7.05, hue = 1.01, od280_od315_of_diluted_wines = 3.26, proline = 1190",malic_acid = 1.75,malic_acid = 1.75
"target = 1, alcohol = 13.56, ash = 2.31, alcalinity_of_ash = 16.2, magnesium = 117, total_phenols = 3.15, flavanoids = 3.29, nonflavanoid_phenols = 0.34, proanthocyanins = 2.34, color_intensity = 6.13, hue = 0.95, od280_od315_of_diluted_wines = 3.38, proline = 795",malic_acid = 1.71,malic_acid = 1.71
"target = 3, alcohol = 14.13, ash = 2.74, alcalinity_of_ash = 24.5, magnesium = 96, total_phenols = 2.05, flavanoids = 0.76, nonflavanoid_phenols = 0.56, proanthocyanins = 1.35, color_intensity = 9.2, hue = 0.61, od280_od315_of_diluted_wines = 1.6, proline = 560",malic_acid = 4.1,malic_acid = 4.1
"target = 1, alcohol = 13.2, ash = 2.14, alcalinity_of_ash = 11.2, magnesium = 100, total_phenols = 2.65, flavanoids = 2.76, nonflavanoid_phenols = 0.26, proanthocyanins = 1.28, color_intensity = 4.38, hue = 1.05, od280_od315_of_diluted_wines = 3.4, proline = 1050",malic_acid = 1.78,malic_acid = 1.81
"target = 3, alcohol = 13.45, ash = 2.6, alcalinity_of_ash = 23.0, magnesium = 111, total_phenols = 1.7, flavanoids = 0.92, nonflavanoid_phenols = 0.43, proanthocyanins = 1.46, color_intensity = 10.68, hue = 0.85, od280_od315_of_diluted_wines = 1.56, proline = 695",malic_acid = 3.7,malic_acid = 3.7
"target = 1, alcohol = 13.88, ash = 2.59, alcalinity_of_ash = 15.0, magnesium = 101, total_phenols = 3.25, flavanoids = 3.56, nonflavanoid_phenols = 0.17, proanthocyanins = 1.7, color_intensity = 5.43, hue = 0.88, od280_od315_of_diluted_wines = 3.56, proline = 1095",malic_acid = 1.89,malic_acid = 1.89
"target = 3, alcohol = 12.82, ash = 2.3, alcalinity_of_ash = 19.5, magnesium = 88, total_phenols = 1.48, flavanoids = 0.66, nonflavanoid_phenols = 0.4, proanthocyanins = 0.97, color_intensity = 10.26, hue = 0.72, od280_od315_of_diluted_wines = 1.75, proline = 685",malic_acid = 3.37,malic_acid = 3.37
"target = 2, alcohol = 12.0, ash = 2.0, alcalinity_of_ash = 19.0, magnesium = 87, total_phenols = 2.0, flavanoids = 1.64, nonflavanoid_phenols = 0.37, proanthocyanins = 1.87, color_intensity = 1.28, hue = 0.93, od280_od315_of_diluted_wines = 3.05, proline = 564",malic_acid = 3.43,malic_acid = 1.51
"target = 1, alcohol = 13.77, ash = 2.68, alcalinity_of_ash = 17.1, magnesium = 115, total_phenols = 3.0, flavanoids = 2.79, nonflavanoid_phenols = 0.39, proanthocyanins = 1.68, color_intensity = 6.3, hue = 1.13, od280_od315_of_diluted_wines = 2.93, proline = 1375",malic_acid = 1.9,malic_acid = 1.83
"target = 3, alcohol = 12.45, ash = 2.64, alcalinity_of_ash = 27.0, magnesium = 97, total_phenols = 1.9, flavanoids = 0.58, nonflavanoid_phenols = 0.63, proanthocyanins = 1.14, color_intensity = 7.5, hue = 0.67, od280_od315_of_diluted_wines = 1.73, proline = 880",malic_acid = 3.03,malic_acid = 1.52
"target = 3, alcohol = 13.16, ash = 2.15, alcalinity_of_ash = 21.0, magnesium = 102, total_phenols = 1.5, flavanoids = 0.55, nonflavanoid_phenols = 0.43, proanthocyanins = 1.3, color_intensity = 4.0, hue = 0.6, od280_od315_of_diluted_wines = 1.68, proline = 830",malic_acid = 3.57,malic_acid = 1.83
"target = 2, alcohol = 13.11, ash = 1.7, alcalinity_of_ash = 15.0, magnesium = 78, total_phenols = 2.98, flavanoids = 3.18, nonflavanoid_phenols = 0.26, proanthocyanins = 2.28, color_intensity = 5.3, hue = 1.12, od280_od315_of_diluted_wines = 3.18, proline = 502",malic_acid = 1.01,malic_acid = 1.9
"target = 1, alcohol = 13.68, ash = 2.36, alcalinity_of_ash = 17.2, magnesium = 104, total_phenols = 2.42, flavanoids = 2.69, nonflavanoid_phenols = 0.42, proanthocyanins = 1.97, color_intensity = 3.84, hue = 1.23, od280_od315_of_diluted_wines = 2.87, proline = 990",malic_acid = 1.83,malic_acid = 1.83
"target = 3, alcohol = 13.73, ash = 2.26, alcalinity_of_ash = 22.5, magnesium = 88, total_phenols = 1.28, flavanoids = 0.47, nonflavanoid_phenols = 0.52, proanthocyanins = 1.15, color_intensity = 6.62, hue = 0.78, od280_od315_of_diluted_wines = 1.75, proline = 520",malic_acid = 4.36,malic_acid = 1.5
"target = 3, alcohol = 13.17, ash = 2.37, alcalinity_of_ash = 20.0, magnesium = 120, total_phenols = 1.65, flavanoids = 0.68, nonflavanoid_phenols = 0.53, proanthocyanins = 1.46, color_intensity = 9.3, hue = 0.6, od280_od315_of_diluted_wines = 1.62, proline = 840",malic_acid = 2.59,malic_acid = 1.92
"target = 2, alcohol = 11.84, ash = 2.23, alcalinity_of_ash = 18.0, magnesium = 112, total_phenols = 1.72, flavanoids = 1.32, nonflavanoid_phenols = 0.43, proanthocyanins = 0.95, color_intensity = 2.65, hue = 0.96, od280_od315_of_diluted_wines = 2.52, proline = 500",malic_acid = 2.89,malic_acid = 0.89
"target = 3, alcohol = 13.52, ash = 2.72, alcalinity_of_ash = 23.5, magnesium = 97, total_phenols = 1.55, flavanoids = 0.52, nonflavanoid_phenols = 0.5, proanthocyanins = 0.55, color_intensity = 4.35, hue = 0.89, od280_od315_of_diluted_wines = 2.06, proline = 520",malic_acid = 3.17,malic_acid = 3.17
"target = 2, alcohol = 12.08, ash = 2.51, alcalinity_of_ash = 24.0, magnesium = 78, total_phenols = 2.0, flavanoids = 1.58, nonflavanoid_phenols = 0.4, proanthocyanins = 1.4, color_intensity = 2.2, hue = 1.31, od280_od315_of_diluted_wines = 2.72, proline = 630",malic_acid = 1.13,malic_acid = 1.39
"target = 3, alcohol = 12.58, ash = 2.1, alcalinity_of_ash = 20.0, magnesium = 103, total_phenols = 1.48, flavanoids = 0.58, nonflavanoid_phenols = 0.53, proanthocyanins = 1.4, color_intensity = 7.6, hue = 0.58, od280_od315_of_diluted_wines = 1.55, proline = 640",malic_acid = 1.29,malic_acid = 1.29
"target = 2, alcohol = 11.66, ash = 1.92, alcalinity_of_ash = 16.0, magnesium = 97, total_phenols = 1.61, flavanoids = 1.57, nonflavanoid_phenols = 0.34, proanthocyanins = 1.15, color_intensity = 3.8, hue = 1.23, od280_od315_of_diluted_wines = 2.14, proline = 428",malic_acid = 1.88,malic_acid = 1.88
"target = 2, alcohol = 12.08, ash = 2.5, alcalinity_of_ash = 22.5, magnesium = 84, total_phenols = 2.56, flavanoids = 2.29, nonflavanoid_phenols = 0.43, proanthocyanins = 1.04, color_intensity = 2.9, hue = 0.93, od280_od315_of_diluted_wines = 3.19, proline = 385",malic_acid = 1.39,malic_acid = 1.6
"target = 3, alcohol = 13.62, ash = 2.35, alcalinity_of_ash = 20.0, magnesium = 92, total_phenols = 2.0, flavanoids = 0.8, nonflavanoid_phenols = 0.47, proanthocyanins = 1.02, color_intensity = 4.4, hue = 0.91, od280_od315_of_diluted_wines = 2.05, proline = 550",malic_acid = 4.95,malic_acid = 4.95
"target = 2, alcohol = 13.05, ash = 2.32, alcalinity_of_ash = 22.5, magnesium = 85, total_phenols = 1.65, flavanoids = 1.59, nonflavanoid_phenols = 0.61, proanthocyanins = 1.62, color_intensity = 4.8, hue = 0.84, od280_od315_of_diluted_wines = 2.01, proline = 515",malic_acid = 3.86,malic_acid = 3.86
"target = 2, alcohol = 12.29, ash = 2.21, alcalinity_of_ash = 20.4, magnesium = 103, total_phenols = 1.1, flavanoids = 1.02, nonflavanoid_phenols = 0.37, proanthocyanins = 1.46, color_intensity = 3.05, hue = 0.906, od280_od315_of_diluted_wines = 1.82, proline = 870",malic_acid = 1.61,malic_acid = 2.14
"target = 2, alcohol = 12.99, ash = 2.6, alcalinity_of_ash = 30.0, magnesium = 139, total_phenols = 3.3, flavanoids = 2.89, nonflavanoid_phenols = 0.21, proanthocyanins = 1.96, color_intensity = 3.35, hue = 1.31, od280_od315_of_diluted_wines = 3.5, proline = 985",malic_acid = 1.67,malic_acid = 1.67
"target = 1, alcohol = 14.23, ash = 2.43, alcalinity_of_ash = 15.6, magnesium = 127, total_phenols = 2.8, flavanoids = 3.06, nonflavanoid_phenols = 0.28, proanthocyanins = 2.29, color_intensity = 5.64, hue = 1.04, od280_od315_of_diluted_wines = 3.92, proline = 1065",malic_acid = 1.71,malic_acid = 1.71
"target = 2, alcohol = 11.79, ash = 2.78, alcalinity_of_ash = 28.5, magnesium = 92, total_phenols = 2.13, flavanoids = 2.24, nonflavanoid_phenols = 0.58, proanthocyanins = 1.76, color_intensity = 3.0, hue = 0.97, od280_od315_of_diluted_wines = 2.44, proline = 466",malic_acid = 2.13,malic_acid = 2.13
"target = 2, alcohol = 11.82, ash = 1.99, alcalinity_of_ash = 20.8, magnesium = 86, total_phenols = 1.98, flavanoids = 1.6, nonflavanoid_phenols = 0.3, proanthocyanins = 1.53, color_intensity = 1.95, hue = 0.95, od280_od315_of_diluted_wines = 3.33, proline = 495",malic_acid = 1.47,malic_acid = 1.72
"target = 1, alcohol = 13.07, ash = 2.1, alcalinity_of_ash = 15.5, magnesium = 98, total_phenols = 2.4, flavanoids = 2.64, nonflavanoid_phenols = 0.28, proanthocyanins = 1.37, color_intensity = 3.7, hue = 1.18, od280_od315_of_diluted_wines = 2.69, proline = 1020",malic_acid = 1.5,malic_acid = 1.5
"target = 1, alcohol = 14.22, ash = 2.3, alcalinity_of_ash = 16.3, magnesium = 118, total_phenols = 3.2, flavanoids = 3.0, nonflavanoid_phenols = 0.26, proanthocyanins = 2.03, color_intensity = 6.38, hue = 0.94, od280_od315_of_diluted_wines = 3.31, proline = 970",malic_acid = 1.7,malic_acid = 1.7
"target = 1, alcohol = 13.73, ash = 2.7, alcalinity_of_ash = 22.5, magnesium = 101, total_phenols = 3.0, flavanoids = 3.25, nonflavanoid_phenols = 0.29, proanthocyanins = 2.38, color_intensity = 5.7, hue = 1.19, od280_od315_of_diluted_wines = 2.71, proline = 1285",malic_acid = 1.5,malic_acid = 1.5
"target = 2, alcohol = 12.37, ash = 1.92, alcalinity_of_ash = 19.6, magnesium = 78, total_phenols = 2.11, flavanoids = 2.0, nonflavanoid_phenols = 0.27, proanthocyanins = 1.04, color_intensity = 4.68, hue = 1.12, od280_od315_of_diluted_wines = 3.48, proline = 510",malic_acid = 1.17,malic_acid = 1.07
"target = 2, alcohol = 12.08, ash = 2.32, alcalinity_of_ash = 18.5, magnesium = 81, total_phenols = 1.6, flavanoids = 1.5, nonflavanoid_phenols = 0.52, proanthocyanins = 1.64, color_intensity = 2.4, hue = 1.08, od280_od315_of_diluted_wines = 2.27, proline = 480",malic_acid = 1.83,malic_acid = 1.6
"target = 2, alcohol = 12.47, ash = 2.2, alcalinity_of_ash = 19.0, magnesium = 162, total_phenols = 2.5, flavanoids = 2.27, nonflavanoid_phenols = 0.32, proanthocyanins = 3.28, color_intensity = 2.6, hue = 1.16, od280_od315_of_diluted_wines = 2.63, proline = 937",malic_acid = 1.52,malic_acid = 1.52
"target = 1, alcohol = 14.38, ash = 2.28, alcalinity_of_ash = 16.0, magnesium = 102, total_phenols = 3.25, flavanoids = 3.17, nonflavanoid_phenols = 0.27, proanthocyanins = 2.19, color_intensity = 4.9, hue = 1.04, od280_od315_of_diluted_wines = 3.44, proline = 1065",malic_acid = 3.59,malic_acid = 1.87
"target = 1, alcohol = 13.51, ash = 2.65, alcalinity_of_ash = 19.0, magnesium = 110, total_phenols = 2.35, flavanoids = 2.53, nonflavanoid_phenols = 0.29, proanthocyanins = 1.54, color_intensity = 4.2, hue = 1.1, od280_od315_of_diluted_wines = 2.87, proline = 1095",malic_acid = 1.8,malic_acid = 1.8
"target = 3, alcohol = 12.84, ash = 2.61, alcalinity_of_ash = 24.0, magnesium = 101, total_phenols = 2.32, flavanoids = 0.6, nonflavanoid_phenols = 0.53, proanthocyanins = 0.81, color_intensity = 4.92, hue = 0.89, od280_od315_of_diluted_wines = 2.15, proline = 590",malic_acid = 2.96,malic_acid = 2.96
"target = 1, alcohol = 13.76, ash = 2.7, alcalinity_of_ash = 19.5, magnesium = 132, total_phenols = 2.95, flavanoids = 2.74, nonflavanoid_phenols = 0.5, proanthocyanins = 1.35, color_intensity = 5.4, hue = 1.25, od280_od315_of_diluted_wines = 3.0, proline = 1235",malic_acid = 1.53,malic_acid = 1.53
"target = 3, alcohol = 12.36, ash = 2.38, alcalinity_of_ash = 21.0, magnesium = 88, total_phenols = 2.3, flavanoids = 0.92, nonflavanoid_phenols = 0.5, proanthocyanins = 1.04, color_intensity = 7.65, hue = 0.56, od280_od315_of_diluted_wines = 1.58, proline = 520",malic_acid = 3.83,malic_acid = 3.83
