longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.59,37.69,25,1553,291,624,292,5.1312,248900,INLAND
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-121.93,37.25,32,1467,190,496,177,7.6504,342200,<1H OCEAN
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.42,34.16,24,2825,783,1847,647,4.3710,192300,<1H OCEAN
-122.25,37.86,52,2202,350,1056,333,8.3014,452600,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-121.32,38.69,26,2127,431,994,397,3.7462,137500,INLAND
-118.45,34.26,32,3526,555,1753,566,6.2593,289000,INLAND
-118.31,34.14,24,3024,565,1425,548,5.1208,222100,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-117.27,32.76,37,2164,509,1496,502,3.8929,150000,INLAND
-121.65,38.87,23,2085,389,1049,375,4.6250,161600,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212500,'1H OCEAN'
-122.11,37.56,35,2000,340,1050,320,4.5,225000,NEAR BAY
-121.48,38.50,22,2735,495,1327,480,4.0308,147200,INLAND
-121.24,39.37,16,4097,661,1916,649,3.7171,93800,INLAND
-117.08,32.63,16.0,2239,446.0,1315,423,4.2917,174000,<1H OCEAN
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-118.31,34.05,47,1717,311,801,284,4.0375,222500,INLAND
-118.28,34.08,29,2283,487,1282,452,4.6250,225000,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.38,34.08,29,2133,569,1464,544,3.5875,182500,INLAND
-118.26,34.08,39,1765,380,961,372,3.9615,175000,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.17,37.75,29,2443,444,1009,420,5.0846,241400,NEAR BAY
-118.34,34.14,35,1627,352,1042,345,3.4531,191800,INLAND
-121.58,39.54,34,1982,322,835,305,4.6556,127200,INLAND
-117.86,33.63,25.0,2494,398,1290,394,5.64,261700,<1H OCEAN
-122.45,37.77,52,1900,385,891,357,4.2132,275000,NEAR BAY
-118.24,34.16,43.0,2100.0,435.0,1060.0,420.0,4.3750,187500.0,'INLAND'
-118.25,33.89,29,1638,306,762,321,4.6146,229800,<1H OCEAN
-122.25,37.86,52,1627,235,322,120,8.3014,452600,NEAR BAY
-121.95,37.56,24,1632,329,860,327,4.2094,263800,INLAND
-117.23,33.19,14,2125,512,1093,515,4.6125,196500,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212000,'INLAND'
-118.31,34.05,29,4495,1109,3431,1057,4.1312,192400,<1H OCEAN
-122.19,37.75,35,2412,395,1144,383,5.3015,255900,NEAR BAY
-118.29,34.17,30,2101,475,1101,472,3.2500,183300,INLAND
-121.92,37.53,35,2507,471,1259,486,5.7889,281800,INLAND
-121.22,37.86,21,7099,1106,2401,1138,8.3014,358500,NEAR BAY
-117.23,32.76,30.0,1685,354,890,334,4.1518,210500,<1H OCEAN
-117.96,33.61,16,1867,340,826,329,5.6349,229900,<1H OCEAN
-121.92,37.76,34,2606,391,1323,374,6.7323,287500,INLAND
-118.45,34.17,40.0,3179,530,1618,543,7.2179,458500,<1H OCEAN
-121.92,37.64,38,1332,240,658,237,8.3014,342200,INLAND
-122.16,37.71,38,1784,289,929,280,6.8075,281400,NEAR BAY
-122.25,37.87,37,2025,401,1281,362,6.3018,283500,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-121.27,38.62,25,2823,512,1446,474,4.1250,151100,INLAND
-120.15,39.76,35,2815,452,1164,410,4.8077,123500,INLAND
-118.29,34.19,22,3881,774,2097,759,4.6364,205800,<1H OCEAN
-121.86,37.38,26,3077,607,1600,595,4.3269,232500,'<1H OCEAN'
-121.36,38.59,21.0,1790,350,995,327,3.6597,114800,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-117.15,32.77,17,2084,510,1309,484,4.1312,168800,INLAND
-118.43,34.14,27,3056,595.0,1647,568,4.0729,198500,INLAND
-118.41,34.07,32,2127,472,1282,461,4.6042,228300,inland
-118.47,34.25,38,1851,371,1066,360,4.6350,268600,INLAND
-122.17,37.75,35,1509,241,718,252,6.1724,377000,NEAR BAY
-122.25,37.87,52,2785,600,1537,608,3.8456,281200,NEAR BAY
-118.35,34.22,25,2152,451,1106,443,4.8229,191300,"""INLAND"""
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-117.8,33.61,19,2913,445,1480,466,4.25,233300,INLAND
-118.31,34.05,32,2015,383,1212,380,4.625,210100,<1H OCEAN
-121.89,37.29,38.0,1568.0,351.0,710.0,339.0,2.7042,212500.0,INLAND
-118.05,34.07,25,1800,320,1400,310,4.2,210000,INLAND
-117.03,32.71,21,3342,413,1665,385,5.3414,272200,INLAND
-118.42,33.98,24,2547,470,1294,455,5.53,265800,<1H OCEAN
-118.31,34.08,32,2614,430,1190,425,5.7571,232600,<1H OCEAN
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-122.25,37.85,52,2077,352,710,339,4.9632,352100,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-118.42,34.18,23,2098,412,1129,389,5.14,231700,<1H OCEAN
-118.42,34.21,32,3095,552,1627,568,5.4446,270200,INLAND
-121.22,39.01,25,3062,518,1596,485,3.9786,135800,INLAND
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-118.29,34.06,28,3426,529,1645,534,8.2787,452600,INLAND
-121.45,37.99,22,3100,552,1300,534,4.7917,235600,INLAND
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.23,34.06,29,2410,461,1341,444,4.5421,238100,<1H OCEAN
-117.12,32.71,24,2289,436,1137,422,4.8235,195200,INLAND
-122.14,37.67,32,2243,437,1001,431,4.6250,234000,NEAR BAY
-118.42,33.93,27,3191,954,2285,842,2.8750,184400,INLAND
-122.25,37.86,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-121.92,37.73,24,2024,490,1051,483,3.5781,144100,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.43,34.02,29,2137,546,1555,539,3.5432,185400,INLAND
-121.63,38.01,34,1826,454,1042,406,3.1250,129000,INLAND
-121.98,37.55,27,2093,463,1225,485,4.6129,217800,INLAND
-118.31,34.01,29,2176,449,1195,451,3.9032,214600,'INLAND'
-117.21,33.72,16,2304,423,1264,408,5.0972,236800,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-121.24,39.37,16,2781,616,1387,530,3.7125,116100,INLAND
-121.81,37.01,26,2541,583,1604,554,3.12,114800,INLAND
-122.22,37.86,21,7099,1106,2401,1138,8.3014,358500,NEAR BAY
-121.15,38.04,29,1862,309,1377,320,4.6146,133100,INLAND
-121.53,37.38,22,2761,451,1734,445,6.2563,287000,INLAND
-122.23,37.88,41,880,129.0,322,126,8.3252,452600,NEAR BAY
-117.11,32.76,24,3313,656,1442,608,4.7857,202800,<1H OCEAN
-118.47,34.07,37,1696,351,987,337,4.3929,204200,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.29,37.81,43,2338,472,1481,447,4.3663,204700,NEAR BAY
-118.33,33.98,36,2236,480,1187,463,4.1312,224400,INLAND
-118.29,34.02,33,3104,676,1600,645,3.6444,220500,INLAND
-118.28,34.04,45,1844,362,849,345,5.8276,299800,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.28,34.02,34,2165,413,1037,407,5.2133,230800,INLAND
-118.19,34.14,29,2356,509,1312,493,4.1923,212300,INLAND
-121.22,37.86,24,3890,661,1537,606,6.6085,240200,INLAND
-120.44,34.65,36,1954,312,821,295,5.1312,239000,INLAND
-118.45,34.26,18,2932,612,1537,604,4.6434,237500,<1H OCEAN
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-117.92,33.85,29.0,2109.0,542.0,1554.0,533.0,3.1094,201900.0,'INLAND'
-122.25,37.85,52,2202,350,1224,347,8.3014,452600,NEAR BAY
-117.97,33.74,24.0,2781,603.0,1520,537,4.1312,187500,INLAND
-118.31,34.05,35,1200,350,800,300,4.5,200000,INLAND
-122.21,37.84,31,3232,686,1735,636,4.325,187500,NEAR BAY
-122.23,37.88,41.0,880,129,322,126,8.3252,452600,NEAR BAY
-122.19,37.78,40,2023,368,1064,355,4.7063,235000,NEAR BAY
-118.4,33.9,24,2171,498,1167,494,4.2344,192500,<1H OCEAN
-117.03,32.77,33,1830,371,1067,352,4.2344,192100,INLAND
-121.24,39.37,16,2535,489,1194,485,3.25,110400,INLAND
-118.41,34.12,37,1861,449,1034,413,4.8077,201500,<1H OCEAN
-122.28,37.85,52,2535,489,1094,514,8.3014,352100,NEAR BAY
-119.02,34.25,23,4045,863,1652,845,4.5429,196800,INLAND
-117.83,33.61,23,3270,694,1730,660,4.1187,259000,INLAND
-118.15,34.20,31,1550,316,1035,324,4.6875,215000,INLAND
-118.28,34.05,24,2023,450,1125,410,4.6250,280000,INLAND
-120.84,37.53,28.0,2472,537.0,1395,478,3.1375,119800,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-122.20,37.87,37,2343,465,1206,467,5.8594,287300,NEAR BAY
-118.29,34.13,43,2237,399,1204,383,4.4896,215900,INLAND
-122.28,37.86,20,3135,803,2227,780,4.5729,276000,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.23,37.92,27,2170,370,967,356,5.6429,270500,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.28,33.91,25,1795,346,1570,330,5.2436,176000,<1H OCEAN
-118.43,34.17,38.0,4712,1067.0,2734,1056,4.5833,198800,INLAND
-121.24,39.37,16.0,2546,479.0,1098,485,3.25,93800.0,INLAND
-118.28,34.08,28,1524,273,761,285,7.1271,341800,INLAND
-118.29,34.17,25,4627,1476,2123,1276,3.4511,187500,INLAND
-118.12,33.85,37,1839,502,1439,485,4.1231,193800,<1H OCEAN
-118.48,34.26,29,2573,470,1258,492,5.6476,217500,<1H OCEAN
-118.23,34.17,35,2453,456,1236,436,4.8906,193800,INLAND
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-121.41,37.63,20.0,2675,506,1341,503,4.2137,178400,INLAND
-118.32,34.07,29,2847,754,1657,734,3.9844,280200,'INLAND'
-117.14,32.77,26,2189,437,1258,410,4.3627,212600,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212000,INLAND
-118.28,34.02,34,2128,389,1119,366,4.1286,245100,INLAND
-121.24,39.37,16,2785,616,1387,530,3.52,93800,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-117.89,33.76,29,2702,499,1288,471,5.6759,285100,<1H OCEAN
-121.89,37.29,38,1568,351,710,339,2.7042,212300,INLAND
-121.97,37.56,27,3055,584,1419,545,4.1518,207600,INLAND
-117.88,33.92,27,5048,703,2128,702,7.2079,348700,NEAR OCEAN
-121.35,37.97,22,1906,442,1098,402,3.9531,123300,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-121.24,38.92,24,2090,370,1355,352,3.9821,167700,INLAND
-117.91,33.86,24,2654,527,1713,508,4.5723,216600,<1H OCEAN
-121.43,37.96,38,1561,288,785,295,4.5208,175000,INLAND
-122.29,37.82,32,2001,345,955,321,5.8542,270200,NEAR BAY
-117.18,32.76,38,1585,291,847,295,5.2596,254400,INLAND
-117.25,33.02,20,1644,310,819,296,5.3363,234300,<1H OCEAN
-118.38,34.23,26,4872,934,2569,907,4.6286,242600,<1H OCEAN
-122.25,37.85,52,1627,235,558,219,8.3014,451500,NEAR BAY
-118.16,34.02,42,1533,320,834,314,5.8472,356000,INLAND
-117.16,32.71,33,2217,361,1040,344,4.6406,241100,INLAND
-122.16,37.43,28,1439,287,963,290,4.1237,133100,NEAR BAY
-118.47,34.03,29,2781,616,1605,573,3.6406,213500,"""INLAND"""
-118.47,34.04,39,2287,485,1123,461,4.8354,337400,<1H OCEAN
-120.56,37.37,35,1154,227,540,225,4.675,196500,INLAND
-122.26,37.84,27,3067,559,1635,543,4.1312,214800,NEAR BAY
-122.25,37.86,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.29,34.02,37.0,4355.0,912.0,2306.0,881.0,3.6829,196900.0,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.39,34.12,29,6449,1012,2184,960,8.2816,500001,NEAR BAY
-118.33,33.98,26,2381,431,1486,408,5.5060,260200,1.0
-118.19,34.02,35,1682,361,939,340,4.5234,203000,INLAND
-118.24,34.03,29,3103,709,1835,686,4.1312,186900,<1H OCEAN
-122.17,37.43,42,2032,370,931,368,6.401,297400,NEAR BAY
-121.32,37.54,29,1264,228,719,210,5.8174,237200,INLAND
-118.29,34.04,18,2012,568,1202,547,3.25,130000,INLAND
-118.31,34.08,29,3239,782,2155,774,4.25,259900,<1H OCEAN
-117.81,33.63,26,3138,502,1283,503,5.6391,254300,<1H OCEAN
-122.11,37.59,32,1705,295,793,302,5.3217,267500,<1H OCEAN
-117.63,33.61,18,2315,514,1506,471,3.1250,162500,INLAND
-118.28,34.07,43,2105,449,1172,413,3.8156,251200,INLAND
-122.31,37.54,42,3014,569,1469,542,5.1038,282000,NEAR BAY
-118.32,34.05,25,2300,450,1200,415,4.75,184100,<1H OCEAN
-122.12,37.85,41,2193,380,1030,355,6.3821,284800,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,322500,NEAR BAY
-118.42,34.19,26,1804,361,1007,366,4.1518,198100,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.25,37.85,52,1501,361,710,339,4.1312,152500,NEAR BAY
-117.98,33.81,27,2781,529,1481,517,5.1167,195300,INLAND
-122.22,37.83,27,3005,528,1351,497,6.3015,299300,NEAR BAY
-122.05,37.37,27.0,3885.0,661.0,1537.0,606.0,6.6085,344700.0,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212100,INLAND
-118.22,34.08,41,1751,384,1319,371,4.6250,228300,INLAND
-118.28,33.98,34,1847,348,1145,354,4.6827,213500,<1H OCEAN
-122.47,37.77,39,2175,436,959,419,4.3481,292400,NEAR BAY
-121.29,38.65,36,2513,474,1397,467,3.2596,129200,INLAND
-121.24,38.91,29,2781,565,1164,547,5.6348,241400,INLAND
-118.29,34.17,29,2418,461,1235,438,4.1231,185600,INLAND
-118.39,34.12,29,6447,1012,2184,960,8.2816,452600,NEAR BAY
-122.15,37.75,29,3275,627,1600,590,5.6914,272500,NEAR BAY
-117.15,32.77,15,3412,666,1962,626,4.1518,183200,INLAND
-121.19,39.24,29,2605,556,1287,522,3.6523,104000,INLAND
-118.34,34.17,31,2487,451,1108,438,5.7589,270200,<1H OCEAN
-122.23,37.88,41.0,880,129,322,126,8.3252,452600,NEAR BAY
-119.34,34.21,27,3817,649,1923,633,5.2396,202800,INLAND
-118.39,33.99,32,2310,471,1309,460,4.1312,221300,'INLAND'
-118.42,34.21,29,1295,340,904,317,4.2614,212500,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.15,37.73,33,2032,480,915,463,4.52,256000,NEAR BAY
-121.22,39.13,25,2015,385,1036,372,4.1514,132000,INLAND
-120.89,37.29,38,992,213,443,206,3.2596,181300,INLAND
-118.28,34.02,37,2672,552,1468,566,4.6354,204100,INLAND
-118.47,34.08,32,2121,420,2015,401,5.0745,209600,'<1H OCEAN'
-123.15,39.47,22,2109,418,801,406,3.58,137500,INLAND
-118.17,33.99,37,1850,391,832,359,4.1042,221300,1 (INLAND)
-118.28,34.05,37,2097,382,1113,385,4.3846,192100,INLAND
-118.34,34.18,29,3524,829,2318,792,4.0125,322200,'INLAND'
-117.03,32.71,33,3126,627,2154,608,3.5673,174000,INLAND
-122.23,37.84,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.14,34.17,32.0,1638.0,474.0,1740.0,433.0,3.34,162800.0,INLAND
-121.48,38.49,25,3230,749,1601,725,3.62,139700,INLAND
-118.47,34.06,26,2768,595,1855,583,4.8750,186200,<1H OCEAN
-121.55,39.48,25,2468,499,1175,475,3.6250,103100,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.16,37.77,37,1784,348,984,342,5.2356,228100,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,322500,NEAR BAY
-118.42,34.19,29,2507,481,1286,467,3.2596,164200,<1H OCEAN
-117.23,32.77,40,3180,476,1630,453,6.4556,335800,NEAR BAY
-122.26,37.85,49.0,3200.0,739.0,1387.0,695.0,4.1594,226600.0,NEAR BAY
-121.73,38.92,29,2070,334,1020,313,5.0001,216500,INLAND
-121.85,37.73,27,2093,399,1097,394,3.8594,161900,INLAND
-121.44,37.78,33.0,2295,435,1044,429,5.47,269200,INLAND
-118.29,34.25,29,1511,361,1200,342,3.6731,204000,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-122.25,37.85,52,2065,325,1200,295,4.625,281200,NEAR BAY
-118.42,34.18,27,2184,449,1211,431,4.2083,212800,<1H OCEAN
-117.95,33.94,17,3891,903,1939,889,4.1277,237600,INLAND
-118.15,34.16,29,2129,398,1537,395,4.78,186000,INLAND
-121.56,39.71,25,1455,343,733,352,2.3641,82800,INLAND
-122.25,37.85,52,1627,280,565,259,3.8462,352100,NEAR BAY
-121.67,38.56,25,2182,373,1137,355,4.46,185300,INLAND
-122.54,37.98,21,2871,528,1369,492,4.375,235500,NEAR BAY
-117.92,33.58,19,3077,643,1844,620,4.5671,205400,INLAND
-121.37,39.04,45,2101,377,1005,363,3.7031,123100,INLAND
-118.32,34.26,29,2562,372,1220,357,6.8423,261900,INLAND
-120.84,37.45,25,2076,342,966,329,4.2813,165800,INLAND
-117.25,32.81,32,1980,315,1183,299,5.1696,251500,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-118.26,33.95,33,1530,467,1645,458,3.9306,165000,INLAND
-118.3,34.25,24,2382,479,1445,473,3.875,181300,INLAND
-117.94,33.47,18,2675,542,1415,546,4.3717,201000,<1H OCEAN
-122.29,37.83,23.0,3885,661,1537,606,6.6085,344700,NEAR BAY
-121.69,37.83,22,2624,411,1436,405,5.5889,251900,INLAND
-121.22,38.69,26,2535,389,956,362,4.7303,133900,INLAND
-117.90,33.62,27.0,3633,783.0,1865,679,4.6052,202700,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.42,34.17,34,2512,534,1705,495,5.1782,252800,INLAND
-117.94,33.89,14.0,2865,460,1507,444,6.4322,236700,<1H OCEAN
-121.77,39.63,15,3634,694,1847,652,3.6875,95800,INLAND
-117.92,33.92,24,2024,543,1300,510,4.52,172400,<1H OCEAN
-118.22,33.99,28,3145,665,1791,635,5.34,259900,<1H OCEAN
-117.98,33.76,17,2872,499,1245,484,6.3493,270200,<1H OCEAN
-118.3,34.1,26,2106,351,1082,338,5.9732,230500,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-121.56,37.78,27,2437,463,1199,480,5.2585,208500,INLAND
-122.31,37.84,30,1557,342,1026,335,4.6786,189000,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-117.96,33.91,20,3830,706,2027,682,5.2251,239100,INLAND
-121.24,39.37,36,2349,528,1117,518,3.3008,84700,INLAND
-118.47,34.07,36,2595,560,1230,543,5.15,341500,"""<1H OCEAN"""
-121.9,37.3,28,4267,869,2158,835,4.1262,218000,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212200,INLAND
-117.15,32.78,33,3102,619,1679,590,4.3958,186300,INLAND
-122.25,37.86,52,1627,280,565,259,3.8462,352100,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.49,34.26,29,6447,1012,2184,960,8.2816,500001,NEAR BAY
-118.47,34.01,29,2156,481,1281,463,3.2596,176500,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.19,37.76,42,2349,571,1112,516,3.1312,235000,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.39,34.12,27,2500,480,1200,465,5.7121,261900,"""<1H OCEAN"""
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.42,34.18,27.0,5710,1041,2994,992,6.0598,262500,INLAND
-122.25,37.85,52,1627,235,322,120,8.3014,451300,NEAR BAY
-122.25,37.85,52,1627,280,565,259,3.8462,342200,NEAR BAY
-122.27,37.88,32,2174,344,1139,342,6.3922,254300,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.15,34.20,35,1756,327,900,322,5.6431,259200,INLAND
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-118.41,34.08,40,2025,473,1103,468,4.0375,208900,<1H OCEAN
-121.45,38.56,24,1860,465,967,456,3.5125,103400,INLAND
-117.08,32.58,22,2541,452,1691,460,5.2891,221800,'<1H OCEAN'
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-117.45,34.05,19,1974,413,937,402,4.3625,130000,INLAND
-121.37,39.12,18,2534,453,1140,457,4.9271,107500,INLAND
-117.93,33.86,16,2530,419,1665,391,4.1518,212300,<1H OCEAN
-120.38,34.92,26,2627,534,1392,518,3.9329,174800,INLAND
-118.26,33.93,35.0,1873,381,1041,352,4.2031,202500,<1H OCEAN
-117.97,33.69,16,3575,597,1616,634,6.2591,254800,<1H OCEAN
-118.42,34.19,38,2606,534,1397,520,5.0873,253600,INLAND
-121.29,37.81,23,2235,439,1343,437,4.1321,186700,INLAND
-118.42,33.97,32,1657,412,967,393,4.6429,241500,<1H OCEAN
-122.25,37.84,52,1467,190,496,177,7.2574,352100,NEAR BAY
-121.24,39.37,16.0,3422,710,1917,669,4.1518,144500,INLAND
-118.28,34.08,32.0,2112.0,626.0,1490.0,591.0,3.5083,196900.0,INLAND
-118.42,34.18,27,2500,498,1043,488,4.6250,264500,INLAND
-117.97,33.73,27.0,3882.0,661.0,1656.0,651.0,5.1841,244200.0,<1H OCEAN
-122.47,37.77,52,1627,280,565,259,3.8462,342200,NEAR BAY
-121.42,37.67,24,1898,353,992,348,4.7136,174800,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212500,'1H OCEAN'
-118.26,34.00,33,2104,498,1171,480,3.4250,203900,INLAND
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-122.25,37.85,52,1467,190,496,177,7.2574,344700,NEAR BAY
-118.32,34.25,29,2127,502,1109,484,4.1250,192500,<1H OCEAN
-121.83,37.25,29,1798,331,798,322,4.6250,197800,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,212500,INLAND
-118.31,34.02,24,3201,751,1658,715,5.3183,299300,"""INLAND"""
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-121.89,37.29,38,1568,351,710,339,2.7042,212000,INLAND
-117.99,33.83,25,2239,463,1128,457,4.6286,208100,INLAND
-122.25,37.85,52,1627,235,322,120,8.3014,452600,NEAR BAY
-118.27,33.91,34,1633,398,1339,376,3.5547,159900,INLAND
-122.25,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-118.39,34.12,29,6447,1012,2184,960,8.2816,500001,NEAR BAY
-118.22,34.07,29,2165,387,1048,402,5.5313,220200,Inland
-118.45,34.18,34,2636,470,1314,467,6.0594,262800,<1H OCEAN
-121.03,37.92,27,2315,352,1211,347,6.013,224100,INLAND
-118.21,34.07,32,1830,411,1142,393,4.1932,173800,INLAND
-117.91,33.79,33,1701,296,907,302,5.7694,217700,<1H OCEAN
-118.29,34.25,29,1933,378,1129,359,4.7143,212300,<1H OCEAN
-118.42,34.19,35,2501,498,1341,467,4.1312,218600,<1H OCEAN
-122.25,37.85,52,1467,190,496,177,7.2574,332300,NEAR BAY
-122.25,37.86,52,1860,343,949,341,5.3221,353000,NEAR BAY
-121.83,37.25,29,3295,751,1562,720,4.29,212900,INLAND
-117.92,33.87,14,4411,614,1804,603,8.5257,375600,'<1H OCEAN'
-118.46,34.20,29.0,2208,441,1117,408,4.3125,238800,<1H OCEAN
-118.28,34.25,29,2239,461,1396,433,3.2596,152500,INLAND
-118.25,34.17,29,2394,362,1084,358,6.2593,347100,<1H OCEAN
-122.25,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.42,34.16,35,1209,304,921,280,4.5694,225000,INLAND
-118.22,33.93,32,2501,480,1351,471,5.2113,235800,<1H OCEAN
-117.88,33.19,22,2953,694,2900,635,3.5208,153100,<1H OCEAN
-117.87,33.86,24,2462,483,1381,471,5.2814,291000,<1H OCEAN
-121.87,37.79,31,2981,554,1241,544,5.2128,286000,'<1H OCEAN'
-122.19,37.78,52,2438,382,1117,366,6.7614,262800,NEAR BAY
-118.15,34.20,27,2124,533,1377,489,3.6250,175000,<1H OCEAN
-118.34,34.25,35,2935,680,1284,667,4.875,240800,"""<1H OCEAN"""
-118.35,34.02,23,2183,546,1232,498,3.79,218000,INLAND
-121.89,37.29,38,1568,351,710,339,2.7042,342200,INLAND
-122.1,37.6,32,2080,510,1100,500,3.45,270000,NEAR BAY
-118.31,34.25,35,2156,481,1164,462,4.9375,196500,INLAND
-121.56,37.77,35,1584,286,783,269,4.6429,248100,INLAND
-118.25,34.02,35,2115,470,1026,434,4.7843,223500,<1H OCEAN
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,NEAR BAY
-117.90,33.63,27.0,3140.0,593.0,1357.0,573.0,6.2425,315500.0,<1H OCEAN
-118.31,34.07,37.0,2075,480.0,1254,474,3.6875,193800,"""INLAND"""
-118.34,34.06,29,2951,596,1600,560,4.0517,247900,'<1H OCEAN'
-122.16,37.72,29,2861,531,1367,500,4.6429,195800,NEAR BAY
-118.23,34.06,42,1834,398,1420,393,4.1302,215500,INLAND
-118.23,34.13,37,1512,426,927,400,4.3125,197600,<1H OCEAN
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-118.15,34.18,33,2851,463,1189,457,5.8333,271600,INLAND
-122.18,37.75,38,2104,413,1003,411,4.1296,202800,NEAR BAY
-118.24,34.07,36,1671,348,1382,341,4.0526,169900,INLAND
-117.97,33.81,27,2104,398,1219,393,4.5429,194400,<1H OCEAN
